subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,exclude_implausible_intervention_linger,intervention_linger_minutes,age,gender,IAT_D2,mean_self_reported_evaluation,mean_intentions,deepfake_detection_closed,deepfake_detection_open_recoded,deepfake_awareness_closed,deepfake_awareness_open_recoded,ratings_bad_good,ratings_dislike_like,ratings_negative_positive,behavioral_intentions_share,behavioral_intentions_subscribe,behavioral_intentions_recommend,diagnosticity,demand,reactance,hypothesis_awareness,influence_awareness,aot_actively_openminded_thinking_sum,bcti_belief_in_conspiracy_sum,crt_analytic_thinking_sum,ocq_overclaiming_sum,ras_relgious_affliation_sum,rei_rational_sum,rei_experiential_sum,me_fake_news_awareness_sum,me_real_news_awareness_sum,me_fake_news_accuracy_sum,me_real_news_accuracy_sum,me_fake_news_sharing_sum,me_real_news_sharing_sum,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,IAT_D2_recoded_for_source_valence,mean_self_reported_evaluation_recoded_for_source_valence,mean_intentions_recoded_for_source_valence,deepfake_detection_rater_1,deepfake_detection_rater_2,deepfake_awareness_rater_1,deepfake_awareness_rater_2,gender_self_describe,ethnicity,ethnicity_self_describe,location,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat,complete_selfreport,complete_intentions,task_order,iat_block_order
4b301a15-3c9e-4808-81ed-10b863b4e775,1,video,positive,genuine,FALSE,FALSE,1.978,21,male,0.423,3,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
4beb6c1b-7418-4ecd-b0fb-535888151d65,1,video,negative,genuine,FALSE,FALSE,3.219,36,male,0.446,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.446,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
4c2e7562-68b7-460a-9a30-e117e51f571c,1,video,negative,genuine,FALSE,FALSE,2.744,45,male,0.109,-2,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.109,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
4d97e8ee-f0a2-4b8e-8464-920538a26553,1,video,negative,genuine,FALSE,FALSE,3.278,32,male,0.429,-2,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.429,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
510b9ded-1314-4771-ba80-eba504729218,1,video,positive,genuine,FALSE,FALSE,2.748,34,male,0.324,3,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.324,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
518501b3-df90-45f1-868d-b59a034bf454,1,video,negative,genuine,FALSE,FALSE,2.668,20,female,0.003,-2,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
53a259c3-7055-4935-b219-b9225eec28c5,1,video,positive,genuine,FALSE,FALSE,2.616,39,male,0.646,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
53d4a10b-1ae7-4202-921d-0e3e543992e9,1,video,positive,genuine,FALSE,FALSE,2.688,18,male,0.199,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
55735830-8ea9-481c-b90e-47f033b95ae3,1,video,positive,genuine,FALSE,FALSE,2.74,41,male,0.824,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
572ea5c2-f77c-4fe4-86f2-2282e5f081d3,1,video,negative,genuine,TRUE,FALSE,2.76,28,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
5a626c11-7a5c-481d-92dd-79e2cb354469,1,video,positive,genuine,FALSE,FALSE,3.392,28,male,0.935,3,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.935,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
5ce4cb1e-4f4f-4c41-bbb0-c5026f328000,1,video,negative,genuine,FALSE,FALSE,2.805,24,male,-0.165,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
5f8be5cb-ac37-4f65-a783-89aac888df88,1,video,negative,genuine,FALSE,FALSE,2.707,25,female,-0.197,-2,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
60865ae2-4f56-43a0-8e2f-5d074c898f9d,1,video,positive,genuine,FALSE,FALSE,2.754,27,female,0.852,1.33,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
60c3ab62-b91a-41d9-bbc2-5172f24bcb14,1,video,negative,genuine,FALSE,FALSE,2.697,37,female,0.084,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.084,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
6142aba1-0cd6-4241-bd10-7d1c186fc863,1,video,positive,genuine,FALSE,FALSE,2.038,32,female,0.376,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
6158000a-c317-485f-b43f-d6f0fc17b221,1,video,negative,genuine,FALSE,FALSE,2.63,20,female,0.042,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.042,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
6208d620-d501-4196-ba47-1c6d349831ce,1,video,negative,genuine,FALSE,FALSE,1.927,18,female,0.152,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.152,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
64ac985f-b8fe-42c4-8f65-984a83955210,1,video,positive,genuine,FALSE,FALSE,2.894,27,female,0.584,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
65aeeb53-ee70-4c36-adff-0f8ce358fe59,1,video,negative,genuine,FALSE,FALSE,2.702,20,male,0.576,-0.33,NA,NA,NA,NA,NA,0,-1,0,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.576,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
679bc916-db8d-4ef0-a5e6-1b1ca88c07e8,1,video,negative,genuine,FALSE,FALSE,2.733,33,female,0.22,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
6abf2237-3484-49ae-b844-f2d4bd5d2f25,1,video,negative,genuine,FALSE,FALSE,2.768,22,female,0.164,-1.33,NA,NA,NA,NA,NA,-1,-2,-1,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
6b2714c2-2ead-4d96-8064-6c2694ef3c5d,1,video,negative,genuine,FALSE,FALSE,2.768,25,female,0.426,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
6e0c09fe-e0e4-4f46-b848-312929caf457,1,video,negative,genuine,FALSE,FALSE,2.676,20,female,-0.395,-2,NA,NA,NA,NA,NA,-3,-1,-2,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
73991c96-6d2e-4bfa-9ab8-fba01447df6a,1,video,positive,genuine,TRUE,NA,NA,25,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,self-report ratings first,training-consistent block first
7465b624-7702-4f78-a8f4-aef2b97d8836,1,video,negative,genuine,FALSE,FALSE,3.252,30,female,-0.109,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
763a12b8-294f-467d-a952-fd8b3fe85058,1,video,negative,genuine,FALSE,FALSE,2.64,20,female,0.011,-2,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
76aead56-47a3-47e1-a25d-3901743cdead,1,video,negative,genuine,FALSE,FALSE,2.818,32,male,0.157,-1.67,NA,NA,NA,NA,NA,-2,-1,-2,NA,NA,NA,2,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.157,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
7707efaf-6fa3-4566-8791-e1be8d76d61f,1,video,negative,genuine,FALSE,FALSE,2.907,27,male,0.031,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.031,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
7d585ffb-4539-4de0-8e0a-ce7f153de860,1,video,positive,genuine,FALSE,FALSE,2.733,34,female,0.259,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
7e8cb609-e39a-41fb-b9da-7f9087939f1f,1,video,negative,genuine,TRUE,FALSE,2.796,38,male,-0.266,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,IAT first,training-inconsistent block first
7f9f0a6b-b4bd-48de-8655-2e43d245c4d5,1,video,negative,genuine,FALSE,FALSE,2.773,29,male,0.273,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.273,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
80883a45-cf3f-4d9c-942a-23a88e7ce1ed,1,video,negative,genuine,FALSE,FALSE,2.644,20,male,0.701,-2.67,NA,NA,NA,NA,NA,-2,-3,-3,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.701,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
81fbba1f-bd15-4943-a335-7ffd422d9ce4,1,video,positive,genuine,FALSE,FALSE,2.786,19,female,0.691,3,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
835c5f70-bd40-4eb3-9110-b7d4935ef60e,1,video,positive,genuine,FALSE,FALSE,2.815,27,female,-0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
83c23067-48e4-4510-a409-73aa38531f9d,1,video,positive,genuine,FALSE,FALSE,2.675,28,female,0.472,3,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
83e2dfcc-0752-448e-8291-acc6b0040df5,1,video,negative,genuine,FALSE,FALSE,2.668,29,female,-0.383,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
8a24a885-2c8a-471e-82d2-41840e5556ea,1,video,positive,genuine,FALSE,FALSE,2.677,30,female,0.255,2.33,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,2,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
8a8742fc-a0d9-4692-9f38-b445eb746a46,1,video,positive,genuine,FALSE,FALSE,2.613,37,male,0.742,1.67,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
8c911774-465c-4001-9c20-94fe8e0af036,1,video,negative,genuine,FALSE,FALSE,3.156,41,female,-0.705,-2.67,NA,NA,NA,NA,NA,-2,-3,-3,NA,NA,NA,1,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
8d1f3e99-775f-4541-bc14-e8489618f86c,1,video,positive,genuine,FALSE,FALSE,2.65,44,male,0.263,2.33,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
8d51a3d1-5d32-4a09-b34b-28d1ccd19c22,1,video,positive,genuine,FALSE,FALSE,3.639,43,male,0.344,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,2,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
8d723362-cfc9-44a4-a8a8-e6e261a729d1,1,video,positive,genuine,FALSE,FALSE,2.768,22,female,0.331,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
8dd2be80-2b74-4557-b6cd-3ffa7ae48356,1,video,negative,genuine,FALSE,FALSE,2.691,18,male,-0.035,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,-0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
8dde394b-b2b5-4a4a-bf0d-ff859749a3c5,1,video,positive,genuine,FALSE,FALSE,2.727,21,female,0.032,1.33,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
8de5e9ac-3619-4f70-ae88-ac653801f9a5,1,video,positive,genuine,FALSE,TRUE,6.322,37,male,0.062,0.67,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
